Reaction	Flux
R_EX_lys_L_e_	0
R_ETFDH	0
R_LPSKOabctex	0
R_MDH2	0
R_NTD9	0
R_PROT_cp_RSp1545_S	0
R_PMPK	6.24384741970657e-5
R_NTD5	0
R_EX_protein_RSp1467_e_	0
R_NTD6	0
R_RFAMPtex	0
R_NTD7	0
R_GSNt2pp	0
R_EX_protein_RSc1775_e_	0
R_NTD8	0
R_NTD1	0
R_NTD2	0
R_EX_cu_e_	0
R_NTD3	0
R_NTD4	0
R_EX_g3pe_e_	0
R_GLYCL_glu	-0.004908273482521016
R_DBTSr	5.599863156687507e-7
R_EX_no2_e_	0
R_CD2tpc	0
R_TDSK	0.0029903269256711298
R_TMDS	0.004729084435822609
R_PROT_cp_PlcN_S	0
R_EX_cu2_e_	-6.959798674228103e-21
R_EX_ttrcyc_e_	0
R_ALPATG160pp	0
R_COCHL	6.243847419706569e-5
R_2AGPG120tipp	0
R_EX_Fusar_e_	0
R_ARGN	0
R_ATPPRTr	0.03359599221392636
R_MDDCP5pp	0
R_3HBCOAHL	0
R_T6SS_E_RSc3430_S	0
R_PROD2	0
R_AMPTASEMA	0
R_AGM4PA	0
R_PNTOtex	0
R_GLYALDDr	0
R_MMM	0
R_GPDDA2pp	0
R_BETALDHx	0
R_PTHPS	0
R_AP5AH	0
R_AGM4PH	0
R_T6SS_E_RSc3222_S	0
R_H2O2FERR_minfe2	0
R_SO4tex	0.04714135399094542
R_GLCURt2rpp	0
R_LPLIPAL1G160pp	0
R_EAR100x	0.03649871175005874
R_ASPGLNabcpp	0
R_ANHMK	0
R_EX_protein_Rsl_e_	0
R_TDECOAI	0
R_AMPTASEGQ	0
R_FTHFD_glu	0
R_SPMDtex	0
R_SALCS	0
R_QUES1	0
R_ACONTa	3.900602585869628
R_QUES2	0
R_ACONTb	3.900602585869628
R_QUES3	0
R_QUES4	0
R_EX_xtsn_e_	0
R_3OAR160	0.02154707712170309
R_3OXCOAT	0
R_3OAR161	0.018093157859257337
R_3OHPAMEStex	-1.5e-4
R_PCW_bd_Rsl	0
R_TRDR	0.07456444385555981
R_CU1Opp	-1.739949668557026e-21
R_PROT_Rsl_BioS	0
R_THZPSN	6.24384741970657e-5
R_EAR40x	0.05459270958878954
R_PROT_cp_RSp0881_S	0
R_G5SADr	0.14673318863656165
R_METSOXR1pept	0
R_Berbtex	0
R_GALDTNDabcpp	0
R_3HPPtex	0
R_DNAdr	0
R_PROT_RSc3430_BioS	0
R_EX_fum_e_	0
R_Fenton_e	0
R_SULFACabcpp	0
R_Fenton_c	0
R_DGNSK	0
R_XTSNtex	0
R_EX_gthrd_e_	0
R_T3SS_E_RipAT_S	0
R_NO2t2rpp	0
R_T3SS_E_RipC1_BioS	0
R_PROT_RSp0175_BioS	0
R_EX_galctn_D_e_	0
R_PROT_RSp1536_BioS	0
R_EX_cbi_e_	0
R_2AMBZC	0
R_EX_gsn_e_	0
R_SUCCtex	0
R_MNLabcpp	0
R_EX_uri_e_	0
R_N6IAMPPRH	0
R_PPAtex	0
R_T3SS_E_RipA2_S	0
R_T3SS_E_RipTPS_S	0
R_GLUDtex	0
R_3OAR140	0.033508384824387616
R_SALCCOAS	0
R_EX_PCW_RSp0540_e_	0
R_ASPabcpp	0
R_CBItonex	0
R_FACOAL180t2pp	0
R_3OAR141	0.018093157859257334
R_GLUabcpp	0
R_HSLACtex	0
R_CPC4MT	0
R_Fenton_p	0
R_ORNTAC	0.516299983086943
R_T3SS_E_RipA4_BioS	0
R_CBIuabcpp	0
R_T6SS_E_RSp0175_S	0
R_EX_succ_e_	0
R_COBALT2teff_e	0
R_TRPt2rpp	0
R_MOCOS	3.4159165255793786e-5
R_PROT_pe_RSp1467_S	0
R_CYO1bc1	0
R_GLXCL	0
R_PROT_RSc0887_BioS	0
R_EX_arg_L_e_	0
R_T3SS_E_RipH1_BioS	0
R_APATr	0
R_REPHACCOAI	0
R_EX_T3SS_E_RipTAL_e_	0
R_T3SS_E_RipAC_S	0
R_T3SS_E_RipQ_BioS	0
R_SERD_L	0
R_EX_so4_e_	-0.04714135399094541
R_PROT_pe_RSp0030_S	0
R_NITORTpp	0
R_O2Stex	0
R_ACHBS	0.052378891569168834
R_RFURAST	0
R_CHTNASEe	0
R_PA120abcpp	0
R_CYSLYSL	0
R_EX_etha_e_	0
R_EX_T3SS_E_RipAY_e_	0
R_EX_T3SS_E_RipS3_e_	0
R_EX_protein_RSp1073_e_	0
R_AAMYL2	0
R_ANPRT	0.0011871709892177513
R_AGM3Pt2pp	0
R_PHEMEAS	0
R_FALDH2	0
R_EX_T3SS_E_RipAN_e_	0
R_G2PP	0
R_AMPTASEDA	0
R_SSALyr	0
R_3OAR120	0.03649871175005875
R_AMPTASEDE	0
R_FTHFD	0
R_FERtex	0
R_3OAR121	0.01809315785925733
R_AMPTASEDD	0
R_EX_mepyr_e_	0
R_PGSA141	0
R_PGSA140	0
R_EX_cbl1_e_	0
R_ACONtpp	0
R_MECDPS	8.562190766575678e-4
R_CU2tpp	0
R_CLPNS181pp	4.5358891569168805e-4
R_6PDDGLUCA	0
R_ZN2t4pp	0
R_HXPRT	0
R_EX_iad_e_	0
R_PGPP161pp	0
R_MCCDNtpp	0
R_EX_ochslac_e_	0
R_PROT_PehC_BioS	0
R_EDD	0
R_THMtex	0
R_MTI	0.0013317874552392066
R_EDA	0
R_AMPTASECG	0
R_DCAtex	0
R_PROT_RSp1539_BioS	0
R_EX_T3SS_E_RipP1_e_	0
R_OCTAtex	0
R_LPSabctpp	0.0029903269256711293
R_T3SS_E_RipF1_BioS	0
R_ISC4fe4s3d	0
R_ODECOAI	0
R_EX_protein_RSc2149_e_	0
R_T6SS_E_RSp0745_S	0
R_PAPR	0.0459267436722599
R_MALtex	0
R_3OAR100	0.054591869609316064
R_PGSA120	0
R_QUINtex	0
R_T3SS_E_RipBB_S	0
R_EX_etle_e_	0.0129
R_FE2abcpp	0
R_MSO3tex	0
R_AMPTASEDQ	0
R_OCTDPS	6.243847419706569e-5
R_EX_T3SS_E_RipC1_e_	0
R_OCDCAtex	0
R_ASAD	-0.2579989216997327
R_EX_ralf_e_	0
R_EX_23ccmp_e_	0
R_MDDCP1pp	0.007277022172115417
R_EX_ile_L_e_	0
R_AMPTASEDV	0
R_EX_no2r_e_	0
R_G3PIabcpp	0
R_AAMYL3	0
R_PA140abcpp	0
R_GF6PTAr	0.1080252752848146
R_CHOLD	0
R_EFE	0.006450000000000001
R_OHPHM	6.24384741970657e-5
R_T3SS_E_RipY_S	0
R_PCW_bd_RSp0540	0
R_T3SS_E_RipE1_BioS	0
R_EX_protein_RSp0630_e_	0
R_ASO3tex	0
R_EX_protein_RSc0102_act_e_	0
R_ASPALAabcpp	0
R_T3SS_E_RipAB_BioS	0
R_RNTR2	0
R_RZ5PP	6.24384741970657e-5
R_RNTR1	0.004729084435822599
R_EX_adn_e_	0
R_BLACT_ext	0
R_R05219	6.24384741970657e-5
R_PROT_pe_Mel_S	0
R_APG3PAT161	0.005109875130477351
R_AMID3	0
R_APG3PAT160	0.008587390150780291
R_4OI	0
R_RNTR4	0
R_ACPPAT120	0
R_RNTR3	0
R_ILETRS	0.05237889156916883
R_PGSA180	8.791785155999389e-4
R_CPPPGO	1.248769483941314e-4
R_ALATA_L2	0
R_T3SS_E_RipAX2_BioS	0
R_LEUTA	0.09384610916752961
R_ALAALAr	0.01631240137543071
R_DHORD2	0.10281628748836102
R_CTBTabcpp	0
R_QUINtpp	0
R_DAGK120	0
R_PROT_RSc0958_BioS	0
R_MOBDtex	3.611911736063442e-5
R_EX_ohr_e_	0
R_GLCNt2rpp	0
R_GALURtex	0
R_PROT_pe_RSc2149_S	0
R_PGSA181	0.0016379599733310959
R_EAR80x	0.05459270958878956
R_EX_id3acald_e_	0
R_AHC	8.373832024833914e-4
R_HATRAZE2	0
R_PA160abcpp	0
R_DAGK140	0
R_HATRAZE1	0
R_EX_T3SS_E_RipAR_e_	0
R_GALURDH	0
R_PROT_Egl_BioS	0
R_PROT_cp_Expansin_S	0
R_T3SS_E_RipAP_S	0
R_T3SS_E_RipG7_BioS	0
R_ALDD20x	0
R_ALAALAD	0
R_LPLIPAL1E140pp	0
R_AMPTASEAQ	0
R_ACPPAT140	0
R_LAAO2ex	0
R_APG3PAT141	0
R_ACPPAT141	0
R_APG3PAT140	0
R_TUNGStex	0
R_NTPTP2	0
R_NTPTP1	0
R_FERtpp	0
R_DAGK141	0
R_EX_pi_e_	-0.2346045869903668
R_EX_protein_Egl_e_	0
R_PGSA160	0.003572712693966629
R_AIRC3	-0.10512847098569005
R_CLtex	0.0014573643865279239
R_PGSA161	0.0021251480679629086
R_GLUCD3	0
R_3OHPAMEStpp	1.5000000000000001e-4
R_SERt2rpp	0
R_DAGK160	0
R_DAGK161	0
R_EX_PCW_RSc0249_act_e_	0
R_EX_T3SS_E_RipR_e_	0
R_ACPS1	0
R_T3SS_E_RipAS_BioS	0
R_EX_T3SS_E_RipTPS_e_	0
R_ARGSL	0.07836314823279655
R_EX_hdcea_e_	0
R_AMPTASEAD	0
R_2OBUTtex	0
R_AMPTASEAE	0
R_DURIPP	0
R_T3SS_E_RipT_BioS	0
R_EX_co2_e_	27.571380637814055
R_PSGlcNacbioS	0
R_SBTD_Dr	0
R_GMHEPAT	0.0029903269256711293
R_HBDH	0
R_QUINDH	0
R_HSDy	-0.20605565907292453
R_T3SS_E_RipL_S	0
R_ACPPAT161	0.005109875130477352
R_4HBZCT	0
R_ARGSSr	0.07836314823279657
R_ACPPAT160	0.008587390150780291
R_PROT_RSc0104_BioS	0
R_TDSR1	0
R_PROT_pe_Rsl2_S	0
R_GALTtex	0
R_EX_glcn_e_	0
R_FUSAtex	0
R_METtex	0
R_LEUTRS	0.09384610916752964
R_GLCFRUOXRpp	0
R_EX_3OHPAMES_e_	1.5e-4
R_T3SS_E_RipA1_BioS	0
R_DDGALK	0
R_2AGPG180tipp	0
R_EX_tartr_L_e_	0
R_T3SS_E_RipG4_BioS	0
R_EX_sucr_e_	0
R_ACS	0.054960162923470356
R_DHDPS	0.05194326262680823
R_GALCTtex	0
R_EX_ttdcea_e_	0
R_4PEPTabcpp	0
R_HMPK1	6.24384741970657e-5
R_23CAMPtex	0
R_EX_mn2_e_	-1.9347527206355335e-4
R_D4DGCD	0
R_EX_T6SS_E_RSc3220_e_	0
R_EX_dhap_e_	0
R_ADA	0
R_GLYt2rpp	0
R_GLYCLTt4pp	0
R_ARBTNLtpp	0
R_N6DMAAH	0
R_ACPPAT180	0.0021111484100711907
R_PROT_pe_PehC_S	0
R_EXOGLAS	0
R_MTHFC_glu	0
R_ACPPAT181	0.003936703799151319
R_GTHP	0
R_EX_protein_RSp0881_e_	0
R_GTHS	6.24384741970657e-5
R_MCCDNR	0
R_FCOAHA	0
R_3OAR180	0.004222296820142512
R_EX_chtbs_e_	0
R_COBRACDAS	6.243847419706569e-5
R_3OAR181	0.007873407598302636
R_APG3PAT181	0.003936703799151319
R_APG3PAT180	0.0021111484100711903
R_E4PD	6.243847419706573e-5
R_CHLabcpp	0
R_EX_T3SS_E_RipA1_e_	0
R_ACONtex	0
R_EX_Ss_e_	0
R_T3SS_E_RipBB_BioS	0
R_FDMO	0
R_GLUTRSasp	0
R_Htex	15.332257657845414
R_AKGDH	9.515050671274423
R_EX_T3SS_E_RipAG_e_	0
R_PROT_pe_RSp1071_S	0
R_HPYRI	0
R_BZDH	0
R_PROT_cp_Egl_S	0
R_EX_aso3_e_	0
R_EX_n2_e_	0
R_LPLIPAL1A160pp	0
R_IZPN	0
R_ENO	-1.5353617926736631
R_CO2tex	-27.571380637814052
R_PERD	6.243847419706572e-5
R_EX_T3SS_E_RipAU_e_	0
R_HACDHG	0
R_TRPO2	0
R_2AGPG140tipp	0
R_PG180abcpp	4.871880946318131e-4
R_3HPPPNH	0
R_PPK10r	0
R_LEUtex	0
R_EX_T3SS_E_RipAJ_e_	0
R_BLACT_ampi_ext	0
R_NDPK10	0
R_EX_3hoxid_e_	0
R_GUAD	0
R_PRAMPC	0.03359599221392636
R_AM3PA	0
R_EX_12dgr180_e_	0
R_ABUTD	0
R_HCINNMtex	0
R_VALtex	0
R_EX_T3SS_E_RipBA_e_	0
R_T3SS_E_RipAA_BioS	0
R_CU2tex	6.959798674228105e-21
R_ALATA_D	-0.01631240137543071
R_T3SS_E_RipS5_S	0
R_GLYC3Ptex	0
R_TARTRtex	0
R_2AGPA160tipp	0
R_DXPS	9.810960250516989e-4
R_DMPO_LACCASE	0
R_EX_galur2u_e_	0
R_CANAt2pp	0
R_ARGt3pp	0
R_CYSST2	0
R_NADH16pp	34.071618624492274
R_ASPK	0.2579989216997327
R_ZN2teff_e	0
R_EX_pencilca_e	0
R_TRPS1r	0.0011871709892177513
R_G1PTT	0.03344196155402677
R_EX_pa161_e_	0
R_ARBTNLtonex	0
R_BTCSYN1	0
R_PPS	-7.207441288003377
R_BTCSYN2	0
R_EX_pbhb_e_	0
R_FALDtex	0
R_ASNNpp	0
R_EX_mg2_e_	-0.0024289406442132067
R_AMALT4	0
R_AMALT3	0
R_AMALT2	0
R_EX_novbcn_e_	0
R_AMALT1	0
R_O2Stpp	0
R_EX_3oochslac_e_	0
R_SUCCt2_2pp	0
R_EX_gln_L_glu_L_e_	0
R_EX_T3SS_E_RipH3_e_	0
R_EX_T3SS_E_RipJ_e_	0
R_PA180abcpp	0
R_FALGTHLs	0
R_PROT_pe_RSc3151_S	0
R_CMBLD2	0
R_EX_fald_e_	0
R_CATECHOLtex	0
R_CMBLD4	0
R_LPLIPAL1G181pp	0
R_GLYCtpp	-0.0022735444416151275
R_3HOXIDS	0
R_T6SS_E_RSp0629_S	0
R_UDP4KPS	0.001196130770268452
R_3OAR40	0.05459270958878954
R_PPC	0
R_ASNN	0
R_CARMDC	0
R_tumble	0
R_PPA	0
R_BAPT2	0
R_GLNS	0.751607946974552
R_QATPSK3PT	0.1025270401240916
R_PPCOAC	0
R_ampiteff	0
R_ORNabcpp	0
R_ASR_gr	0
R_DDPGALA	0
R_EX_EPS_e_	0.0062
R_PROT_RSc0249_BioS	0
R_EX_T6SS_E_RSp0518_e_	0
R_HOMt2pp	0
R_EX_nac_e_	0
R_PROT_pe_Rsl_S	0
R_MI1PP	0
R_THRtex	0
R_GTPDPK	0
R_T3SS_E_RipG2_S	0
R_PROT_pe_RSp0881_S	0
R_ALLTAHr	0
R_3OHPAMES	1.5e-4
R_ARGDC	0
R_MALS	1.918641970011614
R_CYOCBB3_2pp	0
R_MALT	0.0013317874552392066
R_UDCPDPpp	0
R_PC6YM	6.24384741970657e-5
R_ACPCD	0
R_PROT_ce_RSc0246_S	0
R_EX_Resoc_e_	0
R_EX_isetac_e_	0
R_KMBAOX	0
R_T3SS_E_RipAJ_S	0
R_EX_met_L_ala_L_e_	0
R_MLDEP1pp	9.043778998050323e-4
R_CYStpp	0
R_ICDHyr	1.9822103697548
R_EX_T3SS_E_RipG1_e_	0
R_23PDE4pp	0
R_3OAR60	0.05459270958878955
R_EX_acon_e_	0
R_FACOAL60t2pp	0
R_CD2t3pp	0
R_GLYBabcpp	0
R_NOVBCNtpp	0
R_DUTPDP	0
R_PGCDr	0.39246517470685993
R_PACtex	0
R_SULFACtex	0
R_MCITD	0
R_CLPNS120pp	0
R_GLYCLTDy	0
R_EX_PCW_RSp1071_e_	0
R_MCTP2App	4.5078898411334445e-4
R_GLYCLTDx	0
R_TYRtex	0
R_PME	0
R_NOtex	0
R_SULFOX	0
R_EX_ala_L_glu_L_e_	0
R_ALATA_L	0
R_OPAH	0
R_MOHMT	1.6127605891245233e-4
R_ABUTtex	0
R_ARBTNLR	0
R_RFURB	0
R_ALDD19x	0
R_MPTAT	3.4159165255793786e-5
R_UHBZ1t_pp_	0
R_CHTNDA	0
R_FEMINE	0
R_EX_protein_RSp1536_e_	0
R_AGM4PCP	0
R_FDMO2	0
R_FDMO4	0
R_T3SS_E_RipA3_BioS	0
R_ACOADH4	0
R_G3PCabcpp	0
R_FDMO3	0
R_PROT_ce_RSp0294_S	0
R_CBIAT	0
R_METAT	0.002790895464693828
R_ASNS1	0
R_EX_T3SS_E_RipA4_e_	0
R_FDMO6	0
R_3OAR80	0.054592709588789555
R_FDMO5	0
R_EX_meoh_e_	5.599863156687506e-7
R_G3PCtex	0
R_RYLNTARH	0
R_PROT_RSc2149_BioS	0
R_MINCYCtpp	0
R_EX_protein_Expansin_e_	0
R_GLGC	0.12773371858351554
R_GLUt2pp	8.25
R_AOXSr2	5.599863156687508e-7
R_2OBUTt2rpp	0
R_HSTPTr	0.033595992213926354
R_EX_urea_e	0
R_CYRDAR	3.121923709853285e-5
R_EX_catechol_e_	0
R_SERTRS2	0
R_EX_asp_L_asp_L_e_	0
R_T3SS_E_RipS1_S	0
R_EX_3hpp_e_	0
R_RFURTT	0
R_TALA	-0.05073323611297792
R_EX_T3SS_E_RipG5_e_	0
R_GLYCtex	0
R_AKGt2rpp	0
R_H2SH2O2_e	0
R_H2SH2O2_c	0
R_EX_cytd_e_	0
R_PGPP140pp	0
R_PROT_cp_RSc0337_S	0
R_DKGLCNR2y	0
R_3NTD9pp	0
R_DKGLCNR2x	0
R_CRNDt2rpp	0
R_PROT_cp_RSp0030_S	0
R_T3SS_E_RipAO_BioS	0
R_H2SH2O2_p	0
R_EX_3hpppn_e_	0
R_MCITS	0
R_GPDDA5pp	0
R_CYTDtex	0
R_AICART	0.13872446319961643
R_PPNDH	0.06643764244941726
R_T3SS_E_RipP1_BioS	0
R_COBALT2t3pp	0
R_MPTG2	4.507889841133444e-4
R_BZDHy	0
R_EX_T3SS_E_RipV1_e_	0
R_PYK	0
R_EX_mal_L_e_	0
R_EX_T3SS_E_RipAC_e_	0
R_EX_pa181_e_	0
R_EX_5mtr_e	0.0018882738564350277
R_IG3PS	0.033595992213926354
R_T3SS_E_RipAW_S	0
R_EX_protein_RSp1466_e_	0
R_MCTP1Bpp	9.043778998050324e-4
R_EX_ala_L_gln_L_e_	0
R_EX_ag_e_	0
R_T3SS_E_RipAV_BioS	0
R_LSERDH	0
R_T3SS_E_RipH1_S	0
R_PROT_RSp0275_BioS	0
R_T6SS_E_RSc1944_S	0
R_EX_protein_RSc0104_act_e_	0
R_PStex	0
R_LAAL5	0
R_T3SS_E_RipT_S	0
R_LAAL6	0
R_CYTK1	0.0237529395517213
R_T3SS_E_RipAH_BioS	0
R_LYSt3pp	0
R_LAAL8	0
R_NOVBCNtex	0
R_EX_T3SS_E_RipE1_e_	0
R_EX_dca_e_	0
R_EX_cobalt2_e_	-6.943830314292508e-5
R_T6SS_E_RSp0518_S	0
R_CYTK2	0
R_T3SS_E_RipA5_S	0
R_PNTK	1.6127605891245233e-4
R_PAPPT3	0.018527147253900624
R_EX_ala_L_e_	0
R_HEPT5	0.0029903269256711293
R_Esclttex	0
R_MALEI	0
R_AKP1pp	0
R_NACtex	0
R_EX_ser_L_e_	0
R_EX_ttdca_e_	0
R_CDGS	0
R_METB1r	0
R_PHETRS	0.06643764244941722
R_CDGR	0
R_DGK1	0
R_P5CD	0
R_NO2tex	0
R_UAMAS	0.018527147253900624
R_EX_pro_L_e_	0
R_EX_tre_e_	0
R_ADNUC	8.373832024833916e-4
R_2AGPE180tipp	0
R_EX_2obut_e_	0
R_EX_T3SS_E_RipS6_e_	0
R_NOtpp	0
R_P5CR	0.15318318863656163
R_EX_4abut_e_	0
R_LYSTRS	0.0334161153729076
R_MLTGY4pp	0
R_MTHFR2_glu	0.02824567961435052
R_EX_T6SS_E_RSp1139_e_	0
R_ALAtex	0
R_CARHM1	0
R_EX_met_L_e_	0
R_HWr_p	0
R_BUTt2rpp	0
R_OCBT	0.07836314823279657
R_5MTRtpp	0.0018882738564350277
R_EX_glyc_e_	0
R_HWr_c	0
R_EX_mnl_e_	0
R_EX_protein_RSp0294_act_e_	0
R_T3SS_E_RipAF1_BioS	0
R_LPLIPAL1E180pp	0
R_MEPCT	8.562190766575678e-4
R_HWr_e	0
R_Fusarteff	0
R_ADMDCr	0.0018882738564350273
R_GTADT1	0
R_GTADT2	0.06441666338294523
R_MDDEP2pp	0
R_34DHPHAOR	0
R_PGP160abcpp	0
R_EX_ind3ac_e_	0
R_PROT_ce_RSc0104_S	0
R_PROT_RSp0629_BioS	0
R_ETLEtex	-0.012900000000000002
R_EX_mincyc_e_	0
R_MTHFR2	0
R_EX_T3SS_E_RipN_e_	0
R_T3SS_E_RipAX2_S	0
R_PROT_cp_RSp1620_S	0
R_N2tex	0
R_G1PACT	0.10802527528481462
R_PANTS	1.6127605891245233e-4
R_EX_T3SS_E_RipY_e_	0
R_EX_protein_PC_e_	0
R_AGM4PApp	0
R_MCSNAH1r	0
R_L_LACtex	0
R_PPAt2rpp	0
R_CYStex	0
R_2AGPA140tipp	0
R_ORNDC	0.2912036462175847
R_HCO3E	0.6626089367338459
R_EX_tom_e_	0
R_MEPYRCE	0
R_PStpp	0
R_NABTNO	0
R_3NTD4pp	0
R_OPHBDC	6.243847419706569e-5
R_EX_g3pc_e_	0
R_FACOAL141t2pp	0
R_EX_pc141_e_	0
R_ADNtex	0
R_EX_protein_PlcN_e_	0
R_UDPG4E	0
R_AKP1	1.8731542259125807e-4
R_DM_frmd	0
R_GGGABADr	0
R_EX_PCW_Expansin_e_	0
R_T3SS_E_RipAX1_BioS	0
R_MESUCCtex	0
R_ICYSDS	3.763108041294005e-4
R_CLPNS160pp	9.883758471553451e-4
R_UGMDDS	0.01852714725390062
R_ACOAD8f	0
R_EX_k_e_	-0.054652704457165226
R_T3SS_E_RipAC_BioS	0
R_GPDDA1pp	0
R_PSSA161	0.002984727062514441
R_PSSA160	0.005014677456813664
R_THBPT4ACAMDASE	0
R_EX_cholp_e_	0
R_OXDHCOAT	0
R_OCOAT1r	0
R_PROT_cp_Mel_S	0
R_LPLIPAL1A161pp	0
R_DHPPDA	1.8731542259119716e-4
R_MOADSUx	6.831833051158756e-5
R_PROT_Tek2_BioS	0
R_FACOAL80t2pp	0
R_PROT_RSc3188_BioS	0
R_MEPYRtex	0
R_FORtppi	7.492616903648497e-4
R_PROT_RSc0102_BioS	0
R_3PEPTabcpp	0
R_DM_1cu2s_CopA	0
R_12GLUCANacabcppRS	0.0026319356836431284
R_T3SS_E_RipK_S	0
R_DHACOAH	0
R_PROT_RSp1073_BioS	0
R_EX_hdca_e_	0
R_FECRMabcpp	0
R_2AGPA180tipp	0
R_EX_aso4_e_	0
R_PE160abcpp	0
R_AAMYL	0
R_FESR	0
R_ORNCD	0
R_PGP180abcpp	0
R_TREHpp	0
R_T3SS_E_RipAS_S	0
R_FE2tex	0.0023107835316070998
R_DM_AMOB	5.599863156687507e-7
R_GENDO	0
R_PROT_pe_RSp1444_S	0
R_T3SS_E_RipAJ_BioS	0
R_EX_4hphac_e_	0
R_MCCDNtonex	0
R_PSSA181	0.0022987438258202223
R_3OOCHSLACtex	0
R_PSSA180	0.0012319698944712517
R_THFGLUS	7.972913035234683e-18
R_HACD8i	0
R_EX_fe3mccdn_e_	0
R_XTSNH	0
R_EX_PCW_L_Mannose_e_	0
R_ISETACtex	0
R_LPLIPAL1G120pp	0
R_EX_protein_PehB_e_	0
R_ACGLUt2pp	0
R_ENDOPGALUR_3u	0
R_FFSDr	0
R_IPPMIb	-0.09384610916752961
R_EX_no_e_	0
R_IPPMIa	-0.0938461091675296
R_ACOAD5f	0
R_UREA	0
R_PG141abcpp	0
R_T3SS_E_RipA1_S	0
R_PRPPS	0.246218520043313
R_AGPAT120	0
R_PROT_Pme_BioS	0
R_2AGPE141tipp	0
R_HPPK2	1.873154225912581e-4
R_ALHD15y	0
R_PPCSYN1	0
R_CD2tex	0
R_PROT_cp_Tek_S	2.7e-4
R_EX_akg_e_	0
R_FALDtpp	0
R_PROT_cp_RSc3188_S	0
R_PC3BS	6.24384741970657e-5
R_ASO4tpc	0
R_PPCSYN2	0
R_MDDCP2pp	4.5078898411334445e-4
R_EX_pac_e_	0
R_ACOAD4f	0
R_PROT_pe_RSp1466_S	0
R_UACMAMO	0
R_EX_polygalurnxu_e_	0
R_PSSA120	0
R_CHRPL	6.243847419706569e-5
R_THRt2pp	0
R_EX_fusa_e_	0
R_CUt3pp	0
R_EX_val_L_e_	0
R_EX_pect_e_	0
R_EX_5oxpro_e_	0
R_CYSabcpp	0
R_T3SS_E_RipAB_S	0
R_EX_Tek_e_	2.7e-4
R_T3SS_E_RipX_S	0
R_DAPDC	0.0334161153729076
R_CYTDH	0
R_DSBCGT	0
R_Resoctex	0
R_EX_T3SS_E_RipQ_e_	0
R_2AGPG160tipp	0
R_AGPAT140	0
R_AGPAT141	0
R_DKGLUCK	0
R_ACOAD7f	0
R_ACBIPGT	6.24384741970657e-5
R_CYSTBL3	0
R_DM_5DRIB	2.239945262675003e-6
R_EX_bhb_e_	0
R_PMDPHT	1.8731542259119713e-4
R_MLDCP1App	4.059900788598442e-4
R_URCN	0
R_HEMEOS	6.24384741970657e-5
R_T3SS_E_RipAZ1_BioS	0
R_T3SS_E_RipAQ_BioS	0
R_EX_protein_RSc0337_e_	0
R_ACOTA	-0.516299983086943
R_EX_23cump_e_	0
R_DHPS2	1.873154225912581e-4
R_EX_spmd_e_	0
R_CPMPS	3.415916525579379e-5
R_SADT2	0.04592674367225989
R_ACYP_2	0
R_PSSA141	0
R_ACOAD6f	0
R_PSSA140	0
R_GLCtex	0
R_NACODA	0
R_PROT_PehB_BioS	0
R_LGTHL	0
R_CFAS160G	0
R_TTDCEAtex	0
R_CFAS160E	0
R_CU1abcpp	0
R_OPMEACPR	5.599863156687507e-7
R_OPMEACPS	5.599863156687507e-7
R_MTARTDC	0
R_ACOAD1f	0
R_MEPYRt_p	0
R_LPLIPAL1E141pp	0
R_T3SS_E_RipAF1_S	0
R_THIORDXi	0
R_ARGTRS	0.07191314823279656
R_PROT_cp_Pme_S	0
R_LPSKOabctpp	0
R_ALCD2x	0
R_SFGTH	0
R_4HBHYOX	0
R_TTDCAtex	0
R_NAtex	0
R_T3SS_E_RipBA_S	0
R_PPLDc141	0
R_HPAtex	0
R_ALCD2y	0
R_5HOXINDACTOX	0
R_DOCRBCNtex	0
R_EPMEACPR	5.599863156687507e-7
R_EX_T3SS_E_RipS2_e_	0
R_UMPK	0.12433376166793275
R_HIUHase	0
R_PROT_cp_RSp1539_S	0
R_ETLEtpp	0.012900000000000002
R_CHLtex	0
R_OPMEACPD	5.599863156687508e-7
R_EX_h2s_e_	0
R_METSr	0
R_PPLDc140	0
R_ASPASPabcpp	0
R_GLYGLNtex	0
R_EX_pc161_e_	0
R_MPTSS	6.831833051158756e-5
R_GLUN	0
R_EX_o2s_e_	0
R_PCW_bd_RSp1539	0
R_EX_hexhslac_e_	0
R_EX_PCW_L_Fucose_Rsl_e_	0
R_GLUR	-0.03483954862933134
R_ALCD19	0
R_DM_chitos	0
R_EX_leu_L_e_	0
R_ACOAD3f	0
R_GALTabcpp	0
R_INSH	0
R_T3SS_E_RipG7_S	0
R_EX_protein_RSp1180_e_	0
R_NTRIR2x	0
R_ILEabcpp	0
R_UDCPDPS	1.5399623680894987e-5
R_HDCOAI	0
R_INSt2rpp	0
R_PCW_bd_RSp1545	0
R_URIDK2r	-0.004729084435822609
R_Resocteff	0
R_METACH	0.027408296411867133
R_T6SS_E_RSc0958_S	0
R_Berbteff	0
R_ASO4tex	0
R_Escltteff	0
R_PPLDc120	0
R_ACOAD2f	0
R_H2St1pp	0
R_EX_galt_e_	0
R_MAN6PI	0
R_OMCDC	0.09384610916752961
R_G3PGtex	0
R_PROT_RSp0656_BioS	0
R_T3SS_E_RipAO_S	0
R_DPR	1.6127605891245233e-4
R_EX_Esclt_e_	0
R_GLCRtex	0
R_EX_mobd_e_	-3.611911736063442e-5
R_XAND	0
