Reaction	Flux
R_EX_protein_RSp1545_e_	0
R_BROMOSUCCtex	0
R_T3SS_E_RipS5_BioS	0
R_AGtex	0
R_PROt2rpp	0
R_GHMT2r	0.2489306101026328
R_NTRIR5pp	0
R_FTHFCL	0
R_GLUDt2pp	0
R_PCADYOX	0
R_EX_T3SS_E_RipAQ_e_	0
R_PROT_RSp0103_BioS	0
R_EX_ampica_e	0
R_PROT_pe_RSp0275_S	0
R_T3SS_E_RipG2_BioS	0
R_HSK	0.17864736266105738
R_PROT_RSp0295_ACT	0
R_EX_23camp_e_	0
R_ABZS	1.873154225912581e-4
R_PROT_cp_RSc1775_S	0
R_EX_pa141_e_	0
R_EPSbioS	0.0062
R_G3PGabcpp	0
R_GLUtex	8.25
R_EX_acfv_e_	0
R_CATECHOLtpp	0
R_EX_peptide_PC_e_	0
R_AGDC	0
R_PPK2r	-6.24384741970657e-5
R_GP4GH	0
R_EX_protein_RSc0249_act_e_	0
R_PROtex	0
R_NI2tex	0
R_PGPP180pp	0
R_UPPDC1	1.248769483941314e-4
R_EX_protein_RSp0275_e_	0
R_PYRt2rpp	0
R_RFURAH	0
R_TYRASEex	0
R_T2DECAI	0.01809315785925733
R_SALCCOA5HL	0
R_DOPACHRex	0
R_FRUK_r	0
R_EX_butso3_e_	0
R_ALAGLUtex	0
R_OMMBLHX	6.24384741970657e-5
R_AHSERL	0
R_EX_but_e_	0
R_MEOHtex	-5.599863156687507e-7
R_PTRCDH	0
R_MG2tpp	0.0024289406442132067
R_FECRMtonex	0
R_PE140abcpp	0
R_EX_fe2_e_	-0.0023107835316070993
R_EX_T3SS_E_RipAF1_e_	0
R_FECRMexs	0
R_HISTRS	0.03359599221392636
R_4CBMCLC	0
R_ASNtex	0
R_CPOLDH	0
R_OPHHX	6.243847419706569e-5
R_SPODMpp	0
R_acfvtex	0
R_KDOCT2	0.0029903269256711293
R_RNDR2	0.009589765655827358
R_RNDR1	0
R_EX_ac_e_	0
R_EX_sulfac_e_	0
R_RNDR4	0.004729084435822609
R_RNDR3	0.009589765655827356
R_UAAGDS	0.01852714725390062
R_MDDEP3pp	0
R_NH4tex	-4.581692937685727
R_3HAD121	0.01809315785925733
R_3HAD120	0.03649871175005875
R_COBALT2tpp	6.943830314292508e-5
R_NADN	0
R_OROTt2_2pp	0
R_MN2t3pp	0
R_CTBTtex	0
R_NADK	0
R_FOLR2	0
R_NI2tpp	0
R_ORNTA	0.14673318863656162
R_PMANM	0
R_EX_T3SS_E_RipU2_e_	0
R_AM4PCP	0
R_IND3ACtpp	0
R_T3SS_E_RipB_S	0
R_CYSSr	0.018518447260392767
R_DHPR	0
R_CYSTL	0
R_CYRDAAT	6.24384741970657e-5
R_PROT_pe_RSp0540_S	0
R_PCW_bd_RSc0104_act	0
R_DATA3	0
R_HOMtex	0
R_MCOATA	0.3763004700406826
R_HPPPNDO	0
R_UBQBM	0
R_EX_glu_D_e_	0
R_DHQD	0.10252704012409164
R_EX_T3SS_E_RipT_e_	0
R_ALAR	0
R_GTPCII	1.873154225911972e-4
R_UDCPPtppi	0
R_FERULCOAS	0
R_MSO3abcpp	0
R_T3SS_E_RipAL_BioS	0
R_DHQS	0.10252704012409163
R_5DGLCNR	0
R_3HAD100	0.05459186960931607
R_NIRP	0
R_2AGPA120tipp	0
R_OMPDC	0.10281628748836101
R_DCAHSLACtex	0
R_UREAtex	0
R_EX_protein_Rsl2_e_	0
R_ALAGLNtex	0
R_EX_ctbt_e_	0
R_METSOXR2	0
R_PHEtex	0
R_METSOXR1	0
R_MOAT	0.0029903269256711293
R_HG2tpc	0
R_PROT_Mel_BioS	0
R_INS2D	0
R_EAR160x	0.021397077121703096
R_UGLYCH	0
R_3OAS60	0.05459270958878955
R_TYRDOPOex	0
R_EX_tsul_e_	0
R_PCW_bd_RSp0295_act	0
R_EX_cellos_e_	0
R_L_LACD2	0
R_CITtpp	0
R_PROT_RSp0295_BioS	0
R_MNtex	1.9347527206355335e-4
R_DM_4HBA	6.24384741970657e-5
R_AKGtex	0
R_SEAHCYSHYD	0
R_NORcytc	0
R_GLYC2Pabcpp	0
R_PROT_Rsl2_BioS	0
R_PPA2	0
R_ALDD3y	0
R_DMATT	1.4027657207502643e-4
R_PPGPPDP	0
R_EX_T3SS_E_RipA3_e_	0
R_CRO4tpc	0
R_EAR161x	0.01809315785925734
R_EX_g3pg_e_	0
R_EX_quin_kt_e_	0
R_CYNTAH	0
R_PROT_RSc1775_BioS	0
R_EX_ptrc_e_	0.28
R_GLYCAtex	0
R_HIBDkt	0
R_EX_T3SS_E_RipAI_e_	0
R_LPLIPAL1G180pp	0
R_MCTP1App	0.00768301225097526
R_PPLDc180	0
R_PPLDc181	0
R_DHDPRy	0.05194326262680822
R_GPDDA5	0
R_TYRt2rpp	0
R_HISTP	0.033595992213926354
R_SUCD1	2.2735444416151283e-4
R_GPDDA4	0
R_ALDD4x	0
R_GPDDA3	0
R_GPDDA2	0
R_GPDDA1	0
R_DM_2feooh	0
R_ALPATE160pp	0
R_FMETDFpept	0
R_GARFT	0.10519090945988713
R_3OAS80	0.05459270958878956
R_H2Otex	-19.15699398577035
R_PROT_cp_Rsl_S	0
R_2AGPE161tipp	0
R_GLNGLYabcpp	0
R_LYStex	0
R_HISTD	0.033595992213926354
R_EX_T3SS_E_RipH2_e_	0
R_OROTtex	0
R_ADCPS2	6.243847419706572e-5
R_SUCDi	11.440303357358632
R_Seltex	0
R_ATPS4rpp	72.92167876494243
R_CITR_Ltex	0
R_PIt2rpp	0.2346045869903668
R_T3SS_E_RipG1_S	0
R_12GLUCANS2	0.004479890525350006
R_12GLUCANS1	0.004479890525350007
R_12GLUCANS4	0.002631935683643129
R_12GLUCANS3	0.002631935683643129
R_EX_L_dpchrm_e_	0
R_ALDD31	0
R_XANt2pp	0
R_CPPPGO2	0
R_ACGLUtex	0
R_PROT_pe_RSc0887_S	0
R_EX_asp_L_ala_L_e_	0
R_ID3ACALDtpp	0
R_EX_pc181_e_	0
R_T3SS_E_RipS4_S	0
R_PROT_RSp1071_BioS	0
R_XTSNt2pp	0
R_EX_pa160_e_	0
R_EX_gly_gln_L_e_	0
R_EX_protein_RSp0295_e_	0
R_PGMT	-0.16990359836304997
R_PCW_bd_RSc0249_act	0
R_T3SS_E_RipAZ1_S	0
R_FORtex	0
R_ACS2	0
R_EX_T3SS_E_RipAT_e_	0
R_D_LACt2pp	0
R_PROT_cp_CbhA_S	0
R_EX_h_e_	-15.332257657845416
R_CHTBStex	0
R_TDPDRE	0.03344196155402677
R_EX_ethso3_e_	0
R_ADNCYC	0
R_T3SS_E_RipAI_S	0
R_ACODA	0
R_PPLDc160	0
R_ALDD2y	0
R_PPLDc161	0
R_FACOAL160t2pp	0
R_G6PDH2r	0
R_TDPDRR	0.03344196155402677
R_THMt2pp	0
R_MLTGY1pp	0
R_EX_T3SS_E_RipAB_e_	0
R_PItex	0.2346045869903668
R_PHEODC	0
R_URIH	0
R_PCW_bd_RSc0102_act	0
R_EX_chtn_e_	0
R_UM3PL	0
R_URIC	0
R_CU2abcpp	0
R_HG2abcpp	0
R_EX_T3SS_E_RipO1_e_	0
R_PROT_cp_RSp1071_S	0
R_EX_asp_L_glu_L_e_	0
R_NNDPR	6.378244135425339e-4
R_H2O2tex	-6.243847419706572e-5
R_SHK3Dr	0.10252704012409163
R_ACGK	0.5162999830869431
R_EX_23cgmp_e_	0
R_ACtex	0
R_FKYNH	0
R_MNt2pp	1.9347527206355335e-4
R_ACGS	0
R_T3SS_E_RipA5_BioS	0
R_GHMT2r_glu	0.033153953096871545
R_PROT_cp_Rsl2_S	0
R_MG2tex	0.0024289406442132067
R_PA141abcpp	0
R_UREAtpp	0
R_UDCPDP	0.018527147253900624
R_EX_T3SS_E_RipAM_e_	0
R_AGPR	-0.5162999830869431
R_ACRCSYN1	0
R_EX_pa180_e_	0
R_ACRCSYN2	0
R_CBLAT	0
R_FMNRx	0
R_PROT_cp_RSp1467_S	0
R_A5PISO	0.0029903269256711293
R_LPLIPAL1G140pp	0
R_EX_T3SS_E_RipM_e_	0
R_T3SS_E_RipW_S	0
R_MBCOA	0
R_ECOAH2	0
R_I2FE2SS2	7.363820051044073e-5
R_ASPGLUabcpp	0
R_ECOAH1	0
R_EX_protein_RSc0246_act_e_	0
R_AGMH	0
R_ECOAH6	0
R_ECOAH5	0
R_ECOAH4	0
R_ECOAH3	0
R_NAt3pp	0
R_3HAD181	0.007873407598302637
R_3HAD180	0.0042222968201423815
R_ECOAH8	0
R_PE161abcpp	0
R_EX_T3SS_E_RipX_e_	0
R_ECOAH7	0
R_EX_PCW_RSp1180_e_	0
R_TYRDOPO3ex	0
R_SERtex	0
R_EX_pnto_R_e_	0
R_EX_protein_RSp1620_e_	0
R_PROT_C_Tek2	0
R_DHFR	0.004916399858413867
R_DHFS	1.873154225912581e-4
R_BIOFILM_PGA	0
R_TRPODC	0
R_CRO4tex	0
R_AGMT	0
R_T3SS_E_RipG5_BioS	0
R_GLCabcpp	0
R_AMPMS2	0
R_MSAR	0
R_MDDCP3pp	0
R_Slnttex	0
R_Kt2pp	0.05465270445716523
R_DNAd_ohr	0
R_METSOXR2pept	0
R_EX_T3SS_E_RipB_e_	0
R_PROT_cp_PehC_S	0
R_EX_cl_e_	-0.0014573643865279239
R_EX_glyclt_e_	0
R_CD2t4pp	0
R_T6SS_E_RSc3220_S	0
R_CYTBO3_4pp	45.614988023236066
R_EX_galur_e_	0
R_EAR120x	0.03649871175005875
R_GPDDA4pp	0
R_FEOXpp	0
R_MTHPTGHMr	0.02824567961435052
R_T3SS_E_RipAT_BioS	0
R_dextrin_DEC_e_	0
R_LPLIPAL1E181pp	0
R_EX_T3SS_E_RipG4_e_	0
R_GLCGSD_2	0
R_FE2t2pp	0.0023107835316071
R_EX_PCW_L_Fucose_e_	0
R_KDOO	0
R_3HAD161	0.01809315785925734
R_3HAD160	0.021397077121703093
R_COBALT2t4pp	0
R_EX_protein_RSc0104_e_	0
R_GALCTNtex	0
R_ISETACabcpp	0
R_ALHD16	0
R_PROT_C_Tek	2.7e-4
R_EX_lac_D_e_	0
R_BROMOSUCCt_2pp	0
R_T3SS_E_RipU2_S	0
R_TTRCYCtpp	0
R_EAR121x	0.01809315785925733
R_PROT_RSc3222_BioS	0
R_T3SS_E_RipD_BioS	0
R_CATpp	0
R_EX_pyr_e_	0
R_EX_PCW_RSc0104_act_e_	0
R_T3SS_E_RipAV_S	0
R_NDPK4	0.03817104598984938
R_EX_hphead_e_	0
R_ACLS	0.2109608967308044
R_NDPK5	0.009589765655827356
R_PHETHPTOX2	0
R_NDPK2	0.2148403965628607
R_AGMt2pp	0
R_NDPK3	0.014163173895893945
R_NDPK1	9.144623671736595
R_NDPK8	0
R_NDPK9	0
R_NDPK6	0
R_IMACTD	0
R_NDPK7	0.009589765655827356
R_HACD7	0
R_MALt2_2pp	0
R_3HAD141	0.018093157859257334
R_3HAD140	0.021547077121703093
R_SKMt2pp	0
R_PROT_RSc0246_BioS	0
R_EX_xan_e_	0
R_T3SS_E_RipA4_S	0
R_GTHPe	0
R_AHCYSNS	0
R_EX_gnid_e_	0.006450000000000001
R_EX_protein_RSp1071_e_	0
R_CITRabcpp	0
R_5OXPROt2pp	0
R_GLYBt2pp	0
R_NO3trpp	0
R_EX_glyc3p_e_	0
R_T3SS_E_RipH3_BioS	0
R_HACD1	0
R_PDX5PS	6.243847419706572e-5
R_HACD2	0
R_HACD3	0
R_PSERTr	0.39246517470686004
R_HACD4	0
R_HACD5	0
R_HACD6	0
R_CTBTt2rpp	0
R_SPMS	0.0018882738564350275
R_PROT_RSc1944_BioS	0
R_CTPS1	0.07397419229984196
R_CTPS2	0
R_PDX5PO	6.24384741970657e-5
R_EX_12dgr120_e_	0
R_CRNabcpp	0
R_ACGAMK	0
R_MTHFD	0.2439778111337007
R_PROT_ce_RSc0249_S	0
R_MTHFC	0.2439778111337007
R_DINSK	0
R_OHPBAT	6.243847419706572e-5
R_23PDE7pp	0
R_PGPP141pp	0
R_T3SS_E_RipG3_BioS	0
R_GTHOr	0
R_NO3tex	0
R_GCALDDr	2.497538967883238e-4
R_T3SS_E_RipAE_S	0
R_MGCH	0
R_LPLIPAL1E160pp	0
R_REC_DNAf_30kb	0
R_EX_hpa_e_	0
R_DCTPD2	0
R_FE3tex	0
R_BIOMASS	0.27999315783437534
R_CYSDS	0
R_HISt2rpp	0
R_T3SS_E_RipJ_S	0
R_PCT1	0
R_ALDD8	0
R_T6SS_E_RSp1139_S	0
R_ALDD9	0
R_EX_glc_e_	0
R_EX_pa120_e_	0
R_CDPMEK	8.562190766575678e-4
R_PPKr	-2.624478474351973
R_ACACT4r	0
R_ALLTN	0
R_ALR2	0
R_DM_BZ	0
R_T3SS_E_RipJ_BioS	0
R_MOTS	0
R_IGPS	0.0011871709892177515
R_CUtpp	6.959798674228105e-21
R_ALAALAabcpp	0.0022147458784699094
R_HPPPNtex	0
R_EX_T3SS_E_RipAE_e_	0
R_GNIDtex	-0.006450000000000001
R_MOTH	0
R_HKYNH	0
R_ABTAr	0
R_CRO4t3pp	0
R_ACACT3r	0
R_BHBtex	0
R_T3SS_E_RipV1_S	0
R_H2Stex	0
R_APPS3	0
R_TREtex	0
R_AHMMPS	6.24384741970657e-5
R_ASPASPtex	0
R_OCHSLACtpp	0
R_S7PI	0.002990326925671129
R_GLNGLUtex	0
R_EX_T3SS_E_RipS5_e_	0
R_ISC4fe4sd	0
R_HGNTOR	0
R_PA161abcpp	0
R_ID3ACALDtex	0
R_SBTtex	0
R_GMPS2	0.06897967435039244
R_PYAM5POr	0
R_HEPTHSLACtex	0
R_ACACT2r	0
R_HCINNMt2rpp	0
R_EX_hepthslac_e_	0
R_EX_gly_e_	0
R_EX_orn_e_	0
R_EX_T3SS_E_RipG7_e_	0
R_EX_PCW_RSp1545_e_	0
R_PROT_pe_RSp1073_S	0
R_EX_ch4s_e_	0
R_EX_T3SS_E_RipAP_e_	0
R_CLPNS161pp	5.879856314521882e-4
R_H2Otpp	-19.17082125447269
R_ONOO_p	0
R_TRPtex	0
R_PROT_Expansin_BioS	0
R_DB4PS	3.7463084518239427e-4
R_HKNDDH	0
R_MLDCP2App	0
R_BRt_2pp	0
R_GNK	0
R_DMAPP_AMPIT	0
R_EX_zn2_e_	0
R_PROT_RSp1444_BioS	0
R_ACACT1r	0
R_ONOO_e	0
R_PGPP181pp	0
R_ONOO_c	0
R_EX_3oocta_e_	0
R_HXAtex	0
R_HISDr	0
R_AHSERL3	0
R_EX_protein_RSc3188_e_	0
R_ASO3t8pp	0
R_HIStex	0
R_Zn2tpc	0
R_ALLPH	0
R_INSDH	0
R_FACOAL181t2pp	0
R_METOX4spept	0
R_T3SS_E_RipM_BioS	0
R_GALURt2rpp	0
R_RBFSb	1.873154225911971e-4
R_4H2HEPDALD	0
R_LPLIPAL1A140pp	0
R_USHD	0.0029903269256711293
R_T3SS_E_RipAR_S	0
R_RBFSa	3.7463084518239427e-4
R_HMBS	1.8731542259119713e-4
R_EX_lac_L_e_	0
R_Agtpc	0
R_MTAN	0.0018882738564350275
R_HG2tex	0
R_T3SS_E_RipX_BioS	0
R_ETHAAL	0
R_IDOND2	0
R_MINCYCtex	0
R_MALPYRI	0
R_EX_hslac_e_	0
R_OMPHHX	6.243847419706569e-5
R_INStex	0
R_GLCRt2rpp	0
R_T3SS_E_RipS6_BioS	0
R_COBALT2abcpp	0
R_ARBTNLexs	0
R_PHAS	0
R_AGM4Pt2pp	0
R_FRUptspp	0
R_NH4tpp	-4.581692937685727
R_CU2_bd_CopA	0
R_H2O_p	0
R_PROT_cp_RSp1466_S	0
R_3HCINNMH	0
R_SERAT	0.018518447260392763
R_EX_sbt_D_e_	0
R_PPND	0.0345900343144712
R_GK2	0
R_GK1	0.06904211282458951
R_LEUabcpp	0
R_EX_pc120_e_	0
R_ISOQOXR	0
R_EX_12dgr140_e_	0
R_TDP	0
R_SULFR	0
R_ABUTt2pp	0
R_DDGLK	0
R_G3PStex	0
R_GALCTD	0
R_CAT	0
R_ADCS	1.873154225912581e-4
R_ALDD3	0
R_ALDD1	0
R_ALDD6	0
R_ALDD7	0
R_ALDD4	0
R_ALDD5	0
R_MTRtex	-0.0018882738564350277
R_H2O_c	0
R_H2O_e	0
R_GALU	0.008727918225507659
R_PE181abcpp	0
R_PROT_RSc0337_BioS	0
R_T3SS_E_RipAA_S	0
R_PPOR	0
R_ASPGLNtex	0
R_LPLIPAL1G141pp	0
R_EX_fecrm_un_e_	0
R_EX_pa140_e_	0
R_EX_for_e_	0
R_PROT_RSp1180_ACT	0
R_PROT_RSp1467_BioS	0
R_T3SS_E_RipN_S	0
R_EX_chol_e_	0
R_FECRMR4	0
R_EX_asn_L_e_	0
R_IPDDI	-7.159425045825415e-4
R_PROT_pe_RSp1536_S	0
R_ALDD13	0
R_ALDD14	0
R_OAADC	0
R_ALHD4	0
R_ALDD11	0
R_OCHSLACtex	0
R_ALHD5	0
R_ALDD12	0
R_ALDD17	0
R_ALDD18	0
R_2AGPG181tipp	0
R_ALDD15	0
R_DALAt2pp	0.01631240137543071
R_ALDD16	0
R_MLDCP1Bpp	0
R_EX_mccdn_e_	0
R_ASPGLUtex	0
R_ALDD10	0
R_EX_rfamp_e_	0
R_OP4ENH	0
R_MESUCCCE	0
R_23DHB34DOX	0
R_PROT_RSp0030_BioS	0
R_LPLIPAL1A180pp	0
R_EX_12dgr160_e_	0
R_EX_dcahslac_e_	0
R_GMHEPK	0.002990326925671129
R_EX_tzea_e_	0
R_SULRi	0.0459267436722599
R_EX_trp_L_e_	0
R_DCTex	0
R_EX_fe3_e_	0
R_AP4AHr	0
R_MCCDNexs	0
R_SELMETAT	0
R_HHEP24DDH	0
R_TPI	-0.5095785701664194
R_EX_T3SS_E_RipAX2_e_	0
R_swimming	0
R_PNTOt4pp	0
R_LAAL60	0
R_G1SAT	0.001498523380729577
R_EX_pad_e_	0
R_CITtex	0
R_MTHFD_glu	0
R_LAAL61	0
R_SPRMS	0
R_PROT_cp_RSp0656_S	0
R_ADPRDP	0
R_LAAL59	0
R_PROT_RSp1620_BioS	0
R_LAAL58	0
R_EX_pc160_e_	0
R_PGM	1.5353617926736631
R_EX_o2_e_	-22.827811807968086
R_DKGLCNR1	0
R_PGL	0
R_PGK	1.1428966179668034
R_PGI	-0.17123538581828918
R_FMNAT	6.243847419706573e-5
R_DDPA	0.10252704012409163
R_GLYGLNabcpp	0
R_LAAL53	0
R_EX_mesucc_e_	0
R_LAAL52	0
R_LAAL51	0
R_LAAL50	0
R_EX_T6SS_E_RSc3222_e_	0
R_LAAL57	0
R_LAAL56	0
R_LAAL55	0
R_TAUDO	0
R_LAAL54	0
R_HXAND	0
R_LAAL49	0
R_LAAL48	0
R_HEPT5KO	0
R_LAAL47	0
R_I4FE4SR	7.363820051044072e-5
R_LPLIPAL1E120pp	0
R_I4FE4ST	7.363820051044072e-5
R_EX_T6SS_E_RSc1944_e_	0
R_ARBTNLabcpp	0
R_ALDD2xr	0
R_T6SS_E_RSp0103_S	0
R_PTRCtex	-0.28
R_METALAtex	0
R_GLUSy	0
R_T3SS_E_RipG6_S	0
R_GLYC2Ptex	0
R_GLNabcpp	0
R_MEOHtrpp	-5.599863156687507e-7
R_PROT_RSp1545_BioS	0
R_LPSS2_KO_RS	0
R_G3PEabcpp	0
R_KYN	0
R_LAAL46	0
R_PROT_cp_RSp0630_S	0
R_LAAL45	0
R_EAR60x	0.05459270958878956
R_LAAL44	0
R_LAAL43	0
R_LAAL38	0
R_EX_hg2_e_	0
R_T3SS_E_RipO1_S	0
R_ACACT8r	0
R_EX_PCW_RSp0295_act_e_	0
R_GLYCAt2rpp	0
R_TKT2	-0.15326027623706953
R_TKT1	-0.04774290918730679
R_PHETA1	-0.28617021389892516
R_T3SS_E_RipS3_BioS	0
R_PROT_pe_RSp1545_S	0
R_HDCAtex	0
R_EX_ade_e_	0
R_EX_pc140_e_	0
R_VALTA	-0.11695351150436237
R_G3PSabcpp	0
R_T3SS_E_RipAN_S	0
R_BUTtex	0
R_HOPNTAL	0
R_LAAL35	0
R_PPCDC	1.6127605891245233e-4
R_NI2abcpp	0
R_T3SS_E_RipAI_BioS	0
R_NI2t3pp	0
R_ACYP	0
R_IND3ACtex	0
R_EX_T3SS_E_RipI_e_	0
R_H2O2tpp	-6.243847419706572e-5
R_ACACT7r	0
R_PDH	6.445608196381806
R_TYRTA	-0.0345900343144712
R_EX_T3SS_E_RipS1_e_	0
R_HPPPNt2rpp	0
R_Naldxtex	0
R_CAT23DOX	0
R_UM4PCP	0
R_Zn2tex	0
R_LAAL23	0
R_EX_citr_L_e_	0
R_PROT_pe_PlcN_S	0
R_GGPTRCO	0
R_GADH	0
R_EX_2dhglcn_e_	0
R_EX_gln_L_gly_e_	0
R_ACACT6r	0
R_EX_Cafe_e_	0
R_L_LACt2rpp	0
R_EX_r3rhbb_e_	0
R_UAGAAT	0.005980653851342259
R_ACACT5r	0
R_ASPVALtex	0
R_EX_cana_e_	0
R_EX_protein_CbhA_e_	0
R_TYRODC	0
R_CUtex	0
R_UDPXYLS	0.001196130770268452
R_LPSS1_KO_RS	0
