ReactionID,Equation
NACt1pp,h_p + nac_p <=> h_c + nac_c
3HAD80,3hoctACP_c --> h2o_c + toct2eACP_c
ADPT,ade_c + prpp_c --> amp_c + ppi_c
PGPP120pp,h2o_p + pgp120_p --> pg120_p + pi_p
GLYCLTt2rpp,glyclt_p + h_p <=> glyclt_c + h_c
EX_melanin_e_,melanin_e <=> melanin_b
T3SS_E_RipAP_BioS,51.0 alatrna_c + 32.0 argtrna_c + 5.0 asntrna_c + 18.0 asptrna_c + 993.876 atp_c + 5.0 cystrna_c + 6.0 glntrna_c + 22.0 glutrna_c + 22.0 glytrna_c + 993.876 h2o_c + 6.0 histrna_c + 12.0 iletrna_c + 23.0 leutrna_c + lystrna_c + 7.0 mettrna_c + 12.0 phetrna_c + 17.0 protrna_c + 12.0 sertrna_c + 14.0 thrtrna_c + 2.0 trptrna_c + 14.0 tyrtrna_c + 18.0 valtrna_c --> RipAP_c + 993.876 adp_c + 993.876 h_c + 993.876 pi_c + 51.0 trnaala_c + 32.0 trnaarg_c + 23.0 trnaasp_c + 5.0 trnacys_c + 6.0 trnagln_c + 22.0 trnaglu_c + 22.0 trnagly_c + 6.0 trnahis_c + 12.0 trnaile_c + 23.0 trnaleu_c + trnalys_c + 7.0 trnamet_c + 12.0 trnaphe_c + 17.0 trnapro_c + 12.0 trnaser_c + 14.0 trnathr_c + 2.0 trnatrp_c + 14.0 trnatyr_c + 18.0 trnaval_c
GLNTRS,atp_c + gln_L_c + trnagln_c --> amp_c + glntrna_c + ppi_c
EX_PCW_RSp1539_e_,PCW_RSp1539_LPS_e --> PCW_RSp1539_LPS_b
UAG4E,uacgam_c <=> udpacgal_c
CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c
MGSA,dhap_c --> mthgxl_c + pi_c
PSD140,h_c + ps140_c --> co2_c + pe140_c
IPPS,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c
PSD141,h_c + ps141_c --> co2_c + pe141_c
EX_pc180_e_,pc180_e <=> pc180_b
ALAASPtex,ala_L_asp_L_e <=> ala_L_asp_L_p
NAPRTr,h_c + nac_c + prpp_c --> nicrnt_c + ppi_c
23CCMPtex,23ccmp_e <=> 23ccmp_p
KARA1,23dhmb_c + nadp_c <=> alac_S_c + h_c + nadph_c
EX_T6SS_E_RSp0103_e_,RSp0103_e --> RSp0103_b
ASPTA,akg_c + asp_L_c <=> glu_L_c + oaa_c
CLt3_2pp,2.0 cl_p + h_c --> 2.0 cl_c + h_p
OXCOAHDH,2oxpaccoa_c + 2.0 h2o_c + nadp_c <=> 3oxdhscoa_c + 2.0 h_c + nadph_c
IPDPS,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
EX_doxrbcn_e_,doxrbcn_e <=> doxrbcn_b
PROT_pe_PglA_S,PglA_p + 531.0 atp_c + 531.0 h2o_c --> PglA_e + 531.0 adp_c + 531.0 h_c + 531.0 pi_c
CPH4S,ahdt_c + h2o_c --> acald_c + cph4_c + h_c + pppi_c
FGLU,forglu_c + h2o_c + h_c --> frmd_c + glu_L_c
GLYTRS,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
PCW_bd_Expansin,Expansin_e + cellos_e --> cellos_Expansin_LPS_e
T3SS_E_RipS3_S,RipS3_c + 2291.0 atp_c + 2291.0 h2o_c --> RipS3_e + 2291.0 adp_c + 2291.0 h_c + 2291.0 pi_c
FRUtex,fru_e <=> fru_p
BTS5,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met_L_c
T3SS_E_RipA2_BioS,179.0 alatrna_c + 90.0 argtrna_c + 25.0 asntrna_c + 71.0 asptrna_c + 3746.148 atp_c + 5.0 cystrna_c + 35.0 glntrna_c + 43.0 glutrna_c + 95.0 glytrna_c + 3746.148 h2o_c + 42.0 histrna_c + 37.0 iletrna_c + 103.0 leutrna_c + 40.0 lystrna_c + 22.0 mettrna_c + 33.0 phetrna_c + 65.0 protrna_c + 80.0 sertrna_c + 69.0 thrtrna_c + 15.0 trptrna_c + 19.0 tyrtrna_c + 59.0 valtrna_c --> RipA2_c + 3746.148 adp_c + 3746.148 h_c + 3746.148 pi_c + 179.0 trnaala_c + 90.0 trnaarg_c + 96.0 trnaasp_c + 5.0 trnacys_c + 35.0 trnagln_c + 43.0 trnaglu_c + 95.0 trnagly_c + 42.0 trnahis_c + 37.0 trnaile_c + 103.0 trnaleu_c + 40.0 trnalys_c + 22.0 trnamet_c + 33.0 trnaphe_c + 65.0 trnapro_c + 80.0 trnaser_c + 69.0 trnathr_c + 15.0 trnatrp_c + 19.0 trnatyr_c + 59.0 trnaval_c
HMSD,2hmcnsad_c + h2o_c + nad_c --> 2hmc_c + 2.0 h_c + nadh_c
OIVD2,3mob_c + coa_c + nad_c --> co2_c + ibcoa_c + nadh_c
cafetex,cafe_e <=> cafe_p
AGt3pp,ag_c + h_p --> ag_b + h_c
AM6SAD,am6sa_c + h2o_c + nad_c --> amuco_c + 2.0 h_c + nadh_c
EX_protein_Tek2_e_,Tek2_28kd_e --> Tek2_28kd_b
T3SS_E_RipG1_BioS,121.0 alatrna_c + 37.0 argtrna_c + 44.0 asntrna_c + 33.0 asptrna_c + 2197.164 atp_c + 6.0 cystrna_c + 18.0 glntrna_c + 26.0 glutrna_c + 56.0 glytrna_c + 2197.164 h2o_c + 8.0 histrna_c + 33.0 iletrna_c + 85.0 leutrna_c + 16.0 lystrna_c + 7.0 mettrna_c + 11.0 phetrna_c + 13.0 protrna_c + 46.0 sertrna_c + 64.0 thrtrna_c + 6.0 trptrna_c + 6.0 tyrtrna_c + 25.0 valtrna_c --> RipG1_c + 2197.164 adp_c + 2197.164 h_c + 2197.164 pi_c + 121.0 trnaala_c + 37.0 trnaarg_c + 77.0 trnaasp_c + 6.0 trnacys_c + 18.0 trnagln_c + 26.0 trnaglu_c + 56.0 trnagly_c + 8.0 trnahis_c + 33.0 trnaile_c + 85.0 trnaleu_c + 16.0 trnalys_c + 7.0 trnamet_c + 11.0 trnaphe_c + 13.0 trnapro_c + 46.0 trnaser_c + 64.0 trnathr_c + 6.0 trnatrp_c + 6.0 trnatyr_c + 25.0 trnaval_c
EX_adocbl_e_,adocbl_e <=> adocbl_b
GALtex,gal_e <=> gal_p
CSND,csn_c + h2o_c + h_c --> nh4_c + ura_c
T3SS_E_RipF1_S,RipF1_c + 736.0 atp_c + 736.0 h2o_c --> RipF1_e + 736.0 adp_c + 736.0 h_c + 736.0 pi_c
twitching,atp_c + h2o_c --> adp_c + h_c + pi_c
ADOCBLS,agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c
THDPS,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
3HOXIDtpp,3hoxid_c <=> 3hoxid_p
KARA2,2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c
EX_hom_L_e_,hom_L_e <=> hom_L_b
ARBTNLtex,arbtnl_p + h_p --> arbtnl_e + h_c
PSD120,h_c + ps120_c --> co2_c + pe120_c
TRPTRS,atp_c + trnatrp_c + trp_L_c --> amp_c + ppi_c + trptrna_c
INSTtex,inost_e <=> inost_p
ALTRH,altrn_c --> 2ddglcn_c + h2o_c
T3SS_E_RipAW_BioS,58.0 alatrna_c + 46.0 argtrna_c + 14.0 asntrna_c + 24.0 asptrna_c + 1489.152 atp_c + 7.0 cystrna_c + 20.0 glntrna_c + 32.0 glutrna_c + 26.0 glytrna_c + 1489.152 h2o_c + 14.0 histrna_c + 9.0 iletrna_c + 44.0 leutrna_c + 7.0 lystrna_c + 11.0 mettrna_c + 18.0 phetrna_c + 31.0 protrna_c + 29.0 sertrna_c + 18.0 thrtrna_c + 5.0 trptrna_c + 8.0 tyrtrna_c + 27.0 valtrna_c --> RipAW_c + 1489.152 adp_c + 1489.152 h_c + 1489.152 pi_c + 58.0 trnaala_c + 46.0 trnaarg_c + 38.0 trnaasp_c + 7.0 trnacys_c + 20.0 trnagln_c + 32.0 trnaglu_c + 26.0 trnagly_c + 14.0 trnahis_c + 9.0 trnaile_c + 44.0 trnaleu_c + 7.0 trnalys_c + 11.0 trnamet_c + 18.0 trnaphe_c + 31.0 trnapro_c + 29.0 trnaser_c + 18.0 trnathr_c + 5.0 trnatrp_c + 8.0 trnatyr_c + 27.0 trnaval_c
SERTRS,atp_c + ser_L_c + trnaser_c --> amp_c + ppi_c + sertrna_c
PROT_pe_RSc3188_S,RSc3188_p + 2751.0 atp_c + 2751.0 h2o_c --> RSc3188_e + 2751.0 adp_c + 2751.0 h_c + 2751.0 pi_c
PROTRS,atp_c + pro_L_c + trnapro_c --> amp_c + ppi_c + protrna_c
3HAD40,3haACP_c --> but2eACP_c + h2o_c
ADSK,aps_c + atp_c --> adp_c + h_c + paps_c
DADA,dad_2_c + h2o_c + h_c --> din_c + nh4_c
GLNGLYtex,gln_L_gly_e <=> gln_L_gly_p
EX_cm_e_,cm_e <=> cm_b
DNAd_no2r,DNA_c + no2r_c --> DNAm_c + hno2_c
ADSS,asp_L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c
EX_T3SS_E_RipAZ1_e_,RipAZ1_e <=> RipAZ1_b
EX_indpyr_e_,indpyr_e <=> indpyr_b
DADK,atp_c + damp_c <=> adp_c + dadp_c
EX_cys_L_e_,cys_L_e <=> cys_L_b
UPPRTr,prpp_c + ura_c --> ppi_c + ump_c
IND3ACLNtex,ind3acnl_e <=> ind3acnl_p
T3SS_E_RipAY_S,RipAY_c + 416.0 atp_c + 416.0 h2o_c --> RipAY_e + 416.0 adp_c + 416.0 h_c + 416.0 pi_c
EX_protein_Pme_e_,Pme_e --> Pme_b
DDCAtex,ddca_e <=> ddca_p
BUTSO3tex,butso3_e <=> butso3_p
EX_gthox_e_,gthox_e <=> gthox_b
RPI,r5p_c <=> ru5p_D_c
DSBDR,dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c
VALabcpp,atp_c + h2o_c + val_L_p --> adp_c + h_c + pi_c + val_L_c
T3SS_E_RipH3_S,RipH3_c + 710.0 atp_c + 710.0 h2o_c --> RipH3_e + 710.0 adp_c + 710.0 h_c + 710.0 pi_c
RPE,ru5p_D_c <=> xu5p_D_c
ANS,chor_c + gln_L_c --> anth_c + glu_L_c + h_c + pyr_c
DHAtex,dha_e <=> dha_p
T3SS_E_RipP2_BioS,60.0 alatrna_c + 45.0 argtrna_c + 19.0 asntrna_c + 33.0 asptrna_c + 1622.112 atp_c + 2.0 cystrna_c + 20.0 glntrna_c + 24.0 glutrna_c + 28.0 glytrna_c + 1622.112 h2o_c + 14.0 histrna_c + 11.0 iletrna_c + 38.0 leutrna_c + 16.0 lystrna_c + 15.0 mettrna_c + 11.0 phetrna_c + 34.0 protrna_c + 44.0 sertrna_c + 34.0 thrtrna_c + trptrna_c + 6.0 tyrtrna_c + 33.0 valtrna_c --> RipP2_c + 1622.112 adp_c + 1622.112 h_c + 1622.112 pi_c + 60.0 trnaala_c + 45.0 trnaarg_c + 52.0 trnaasp_c + 2.0 trnacys_c + 20.0 trnagln_c + 24.0 trnaglu_c + 28.0 trnagly_c + 14.0 trnahis_c + 11.0 trnaile_c + 38.0 trnaleu_c + 16.0 trnalys_c + 15.0 trnamet_c + 11.0 trnaphe_c + 34.0 trnapro_c + 44.0 trnaser_c + 34.0 trnathr_c + trnatrp_c + 6.0 trnatyr_c + 33.0 trnaval_c
EX_acglu_L_e_,acglu_e <=> acglu_b
CD2teff_e,cd2_p + h_p --> cd2_b + h_c
GNNUC,gsn_c + h2o_c --> gua_c + rib_D_c
IPMDr,3c2hmp_c + nad_c <=> 3c4mop_c + h_c + nadh_c
PROT_cp_RSp1444_S,RSp1444_c + 1371.0 atp_c + 1371.0 h2o_c --> RSp1444_p + 1371.0 adp_c + 1371.0 h_c + 1371.0 pi_c
SUCCCOAMALTR,mal_L_c + succoa_c <=> malylcoa_c + succ_c
CD2abcpp,atp_c + cd2_c + h2o_c --> adp_c + cd2_b + h_c + pi_c
FBP,fdp_c + h2o_c --> f6p_c + pi_c
ORNtex,orn_e <=> orn_p
MCCC,3mb2coa_c + atp_c + hco3_c --> 3mgcoa_c + adp_c + h_c + pi_c
PIuabcpp,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c
FECRMUtpp,fecrm_un_c + h_p --> fecrm_un_p + h_c
EX_T3SS_E_RipW_e_,RipW_e <=> RipW_b
PROT_pe_RSp0630_S,RSp0630_p + 652.0 atp_c + 652.0 h2o_c --> RSp0630_e + 652.0 adp_c + 652.0 h_c + 652.0 pi_c
T3SS_E_RipI_BioS,62.0 alatrna_c + 33.0 argtrna_c + 9.0 asntrna_c + 21.0 asptrna_c + 1429.32 atp_c + cystrna_c + 24.0 glntrna_c + 32.0 glutrna_c + 19.0 glytrna_c + 1429.32 h2o_c + 22.0 histrna_c + 13.0 iletrna_c + 52.0 leutrna_c + 18.0 lystrna_c + 4.0 mettrna_c + 13.0 phetrna_c + 21.0 protrna_c + 30.0 sertrna_c + 30.0 thrtrna_c + trptrna_c + 9.0 tyrtrna_c + 16.0 valtrna_c --> RipI_c + 1429.32 adp_c + 1429.32 h_c + 1429.32 pi_c + 62.0 trnaala_c + 33.0 trnaarg_c + 30.0 trnaasp_c + trnacys_c + 24.0 trnagln_c + 32.0 trnaglu_c + 19.0 trnagly_c + 22.0 trnahis_c + 13.0 trnaile_c + 52.0 trnaleu_c + 18.0 trnalys_c + 4.0 trnamet_c + 13.0 trnaphe_c + 21.0 trnapro_c + 30.0 trnaser_c + 30.0 trnathr_c + trnatrp_c + 9.0 trnatyr_c + 16.0 trnaval_c
2AGPE181tipp,2agpe181_p --> 2agpe181_c
EX_cellb_e_,cellb_e <=> cellb_b
O2tex,o2_e <=> o2_p
GLUTRS,atp_c + glu_L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c
GLUTRR,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c
EXOPP,9.0 h2o_c + polypi_c --> 9.0 h_c + 10.0 pi_c
EX_T3SS_E_RipL_e_,RipL_e <=> RipL_b
GALCTND,galctn_D_c --> 2dh3dgal_c + h2o_c
MDDCP4pp,h2o_p + murein5p4p_p --> ala_D_p + murein4p4p_p
Kt3pp,h_p + k_c --> h_c + k_p
AGM3PA,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c
CMtpp,cm_p + h_p --> cm_b + h_c
EX_ocdcea_e_,ocdcea_e <=> ocdcea_b
SRHCC,cobalt2_c + scl_c --> copre2_c + 2.0 h_c
ORN5MOO,nadph_c + o2_c + orn_c --> h2o_c + n5horn_c + nadp_c
PMEACPE,h2o_c + pmeACP_c --> h_c + meoh_c + pimACP_c
ADK1,amp_c + atp_c <=> 2.0 adp_c
GRTT,grdp_c + ipdp_c --> frdp_c + ppi_c
ADK2,amp_c + pppi_c <=> adp_c + ppi_c
AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c
EXOPGALUR_2u,2.0 h2o_e + polygalurnxu_e --> 3.0 galur2u_e
GLYOX,h2o_c + lgt_S_c --> gthrd_c + h_c + lac_D_c
FBA,fdp_c <=> dhap_c + g3p_c
DOXRBCNtpp,doxrbcn_p + h_p --> doxrbcn_b + h_c
EX_T6SS_E_RSc0958_e_,RSc0958_e --> RSc0958_b
T3SS_E_RipAH_S,RipAH_c + 96.0 atp_c + 96.0 h2o_c --> RipAH_e + 96.0 adp_c + 96.0 h_c + 96.0 pi_c
HMGL,hmgcoa_c --> acac_c + accoa_c
PROT_RSp1139_BioS,71.0 alatrna_c + 49.0 argtrna_c + 32.0 asntrna_c + 43.0 asptrna_c + 2526.24 atp_c + 3.0 cystrna_c + 29.0 glntrna_c + 41.0 glutrna_c + 76.0 glytrna_c + 2526.24 h2o_c + 25.0 histrna_c + 36.0 iletrna_c + 49.0 leutrna_c + 20.0 lystrna_c + 22.0 mettrna_c + 31.0 phetrna_c + 36.0 protrna_c + 50.0 sertrna_c + 61.0 thrtrna_c + 9.0 trptrna_c + 24.0 tyrtrna_c + 53.0 valtrna_c --> RSp1139_c + 2526.24 adp_c + 2526.24 h_c + 2526.24 pi_c + 71.0 trnaala_c + 49.0 trnaarg_c + 75.0 trnaasp_c + 3.0 trnacys_c + 29.0 trnagln_c + 41.0 trnaglu_c + 76.0 trnagly_c + 25.0 trnahis_c + 36.0 trnaile_c + 49.0 trnaleu_c + 20.0 trnalys_c + 22.0 trnamet_c + 31.0 trnaphe_c + 36.0 trnapro_c + 50.0 trnaser_c + 61.0 trnathr_c + 9.0 trnatrp_c + 24.0 trnatyr_c + 53.0 trnaval_c
ADK3,amp_c + gtp_c <=> adp_c + gdp_c
ACOATA,ACP_c + accoa_c <=> acACP_c + coa_c
ADK4,amp_c + itp_c <=> adp_c + idp_c
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c
PROT_RSp0630_BioS,71.0 alatrna_c + 45.0 argtrna_c + 35.0 asntrna_c + 45.0 asptrna_c + 2167.248 atp_c + 5.0 cystrna_c + 38.0 glntrna_c + 33.0 glutrna_c + 40.0 glytrna_c + 2167.248 h2o_c + 19.0 histrna_c + 27.0 iletrna_c + 51.0 leutrna_c + 33.0 lystrna_c + 22.0 mettrna_c + 23.0 phetrna_c + 24.0 protrna_c + 31.0 sertrna_c + 44.0 thrtrna_c + 14.0 trptrna_c + 16.0 tyrtrna_c + 36.0 valtrna_c --> RSp0630_c + 2167.248 adp_c + 2167.248 h_c + 2167.248 pi_c + 71.0 trnaala_c + 45.0 trnaarg_c + 80.0 trnaasp_c + 5.0 trnacys_c + 38.0 trnagln_c + 33.0 trnaglu_c + 40.0 trnagly_c + 19.0 trnahis_c + 27.0 trnaile_c + 51.0 trnaleu_c + 33.0 trnalys_c + 22.0 trnamet_c + 23.0 trnaphe_c + 24.0 trnapro_c + 31.0 trnaser_c + 44.0 trnathr_c + 14.0 trnatrp_c + 16.0 trnatyr_c + 36.0 trnaval_c
MCCDNtex,mccdn_p --> mccdn_e
GDPDPK,atp_c + gdp_c --> amp_c + h_c + ppgpp_c
FE2t3pp,fe2_c + h_p --> fe2_p + h_c
FDR,2.0 fdox_c + nadph_c --> 2.0 fdred_c + h_c + nadp_c
MECDPDH3,2mecdp_c + 2.0 fdred_c + h_c --> 2.0 fdox_c + h2mb4p_c + h2o_c
EX_protein_RSp1444_e_,RSp1444_e --> RSp1444_b
PHBD,h2o_c + pbhb_c --> h_c + 2.0 r3rhbb_c
EX_ampi_e_,ampi_e <=> ampi_b
CYTCO_4pp,4.0 focytc_c + 8.0 h_c + o2_c --> 4.0 ficytc_c + 2.0 h2o_c + 4.0 h_p
PC11M,amet_c + pre4_c --> ahcys_c + h_c + pre5_c
3NTD7pp,3amp_p + h2o_p --> adn_p + pi_p
4HPHACtex,4hphac_e <=> 4hphac_p
SBTabcpp,atp_c + h2o_c + sbt_D_p --> adp_c + h_c + pi_c + sbt_D_c
GAPD,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c
4OD3,2oh3ed_c + h_c --> co2_c + op4en_c
ENDOGLAS,cellos_e + h2o_e --> 14bglucan_e
EX_T3SS_E_RipP2_e_,RipP2_e <=> RipP2_b
PPPGO,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
PSP_L,h2o_c + pser_L_c --> pi_c + ser_L_c
LPLIPAL1A120pp,1ddecg3p_p + h2o_p --> ddca_p + glyc3p_p + h_p
PG140abcpp,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c
ALCD19y,glyald_c + h_c + nadph_c --> glyc_c + nadp_c
HCOMODA,3c2hmucsem_c + h_c --> 2hmcnsad_c + co2_c
PHCD,1p3h5c_c + 2.0 h2o_c + nad_c --> e4hglu_c + h_c + nadh_c
ZN2t3pp,h_p + zn2_c --> h_c + zn2_b
GLUDx,glu_L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c
PG181abcpp,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c
ATHRDH,athr_L_c + nadp_c --> 2aobut_c + h_c + nadph_c
EX_no3_e_,no3_e <=> no3_b
EX_12dgr141_e_,12dgr141_e <=> 12dgr141_b
MNL2DH,mnl_c + nad_c <=> fru_c + h_c + nadh_c
XANtex,xan_e <=> xan_p
EX_3hcinnm_e_,3hcinnm_e <=> 3hcinnm_b
EX_skm_e_,skm_e <=> skm_b
FRUpts2pp,fru_p + pep_c --> f6p_c + pyr_c
ILEtex,ile_L_e <=> ile_L_p
T3SS_E_RipTAL_BioS,223.0 alatrna_c + 95.0 argtrna_c + 20.0 asntrna_c + 35.0 asptrna_c + 4138.38 atp_c + 6.0 cystrna_c + 69.0 glntrna_c + 63.0 glutrna_c + 89.0 glytrna_c + 4138.38 h2o_c + 29.0 histrna_c + 44.0 iletrna_c + 140.0 leutrna_c + 35.0 lystrna_c + 6.0 mettrna_c + 22.0 phetrna_c + 100.0 protrna_c + 91.0 sertrna_c + 57.0 thrtrna_c + 9.0 trptrna_c + 24.0 tyrtrna_c + 88.0 valtrna_c --> RipTAL_c + 4138.38 adp_c + 4138.38 h_c + 4138.38 pi_c + 223.0 trnaala_c + 95.0 trnaarg_c + 55.0 trnaasp_c + 6.0 trnacys_c + 69.0 trnagln_c + 63.0 trnaglu_c + 89.0 trnagly_c + 29.0 trnahis_c + 44.0 trnaile_c + 140.0 trnaleu_c + 35.0 trnalys_c + 6.0 trnamet_c + 22.0 trnaphe_c + 100.0 trnapro_c + 91.0 trnaser_c + 57.0 trnathr_c + 9.0 trnatrp_c + 24.0 trnatyr_c + 88.0 trnaval_c
DCTPD,dctp_c + h2o_c + h_c --> dutp_c + nh4_c
PC17M,amet_c + pre3b_c --> ahcys_c + 2.0 h_c + pre4_c
FACOAL140t2pp,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
T3SS_E_RipU2_BioS,37.0 alatrna_c + 22.0 argtrna_c + 7.0 asntrna_c + 11.0 asptrna_c + 983.904 atp_c + 17.0 glntrna_c + 25.0 glutrna_c + 19.0 glytrna_c + 983.904 h2o_c + 14.0 histrna_c + 6.0 iletrna_c + 19.0 leutrna_c + 14.0 lystrna_c + 6.0 mettrna_c + 7.0 phetrna_c + 19.0 protrna_c + 35.0 sertrna_c + 16.0 thrtrna_c + 2.0 trptrna_c + 2.0 tyrtrna_c + 18.0 valtrna_c --> RipU2_c + 983.904 adp_c + 983.904 h_c + 983.904 pi_c + 37.0 trnaala_c + 22.0 trnaarg_c + 18.0 trnaasp_c + 17.0 trnagln_c + 25.0 trnaglu_c + 19.0 trnagly_c + 14.0 trnahis_c + 6.0 trnaile_c + 19.0 trnaleu_c + 14.0 trnalys_c + 6.0 trnamet_c + 7.0 trnaphe_c + 19.0 trnapro_c + 35.0 trnaser_c + 16.0 trnathr_c + 2.0 trnatrp_c + 2.0 trnatyr_c + 18.0 trnaval_c
PA181abcpp,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c
T3SS_E_RipN_BioS,78.0 alatrna_c + 28.0 argtrna_c + 24.0 asntrna_c + 31.0 asptrna_c + 1575.576 atp_c + 3.0 cystrna_c + 28.0 glntrna_c + 32.0 glutrna_c + 22.0 glytrna_c + 1575.576 h2o_c + 9.0 histrna_c + 21.0 iletrna_c + 40.0 leutrna_c + 15.0 lystrna_c + 11.0 mettrna_c + 15.0 phetrna_c + 36.0 protrna_c + 22.0 sertrna_c + 27.0 thrtrna_c + trptrna_c + 7.0 tyrtrna_c + 24.0 valtrna_c --> RipN_c + 1575.576 adp_c + 1575.576 h_c + 1575.576 pi_c + 78.0 trnaala_c + 28.0 trnaarg_c + 55.0 trnaasp_c + 3.0 trnacys_c + 28.0 trnagln_c + 32.0 trnaglu_c + 22.0 trnagly_c + 9.0 trnahis_c + 21.0 trnaile_c + 40.0 trnaleu_c + 15.0 trnalys_c + 11.0 trnamet_c + 15.0 trnaphe_c + 36.0 trnapro_c + 22.0 trnaser_c + 27.0 trnathr_c + trnatrp_c + 7.0 trnatyr_c + 24.0 trnaval_c
PGPP120,h2o_c + pgp120_c --> pg120_c + pi_c
GLYKr,atp_c + glyc_c --> adp_c + glyc3p_c + h_c
EX_cro4_e_,cro4_e <=> cro4_b
DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c
NODOy,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c
ETHSO3abcpp,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c
SUCOAS,atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c
Tomteff,h_p + tom_p --> h_c + tom_b
T3SS_E_RipB_BioS,73.0 alatrna_c + 37.0 argtrna_c + 10.0 asntrna_c + 33.0 asptrna_c + 1628.76 atp_c + 4.0 cystrna_c + 20.0 glntrna_c + 21.0 glutrna_c + 34.0 glytrna_c + 1628.76 h2o_c + 13.0 histrna_c + 12.0 iletrna_c + 48.0 leutrna_c + 23.0 lystrna_c + 12.0 mettrna_c + 14.0 phetrna_c + 35.0 protrna_c + 17.0 sertrna_c + 28.0 thrtrna_c + 5.0 trptrna_c + 11.0 tyrtrna_c + 40.0 valtrna_c --> RipB_c + 1628.76 adp_c + 1628.76 h_c + 1628.76 pi_c + 73.0 trnaala_c + 37.0 trnaarg_c + 43.0 trnaasp_c + 4.0 trnacys_c + 20.0 trnagln_c + 21.0 trnaglu_c + 34.0 trnagly_c + 13.0 trnahis_c + 12.0 trnaile_c + 48.0 trnaleu_c + 23.0 trnalys_c + 12.0 trnamet_c + 14.0 trnaphe_c + 35.0 trnapro_c + 17.0 trnaser_c + 28.0 trnathr_c + 5.0 trnatrp_c + 11.0 trnatyr_c + 40.0 trnaval_c
NNAMr,h2o_c + ncam_c --> nac_c + nh4_c
EX_T6SS_E_RSp0745_e_,RSp0745_e --> RSp0745_b
G3PD5,glyc3p_c + q8_c --> dhap_c + q8h2_c
EX_taur_e_,taur_e <=> taur_b
2AGPA141tipp,2tdec7eg3p_p --> 2tdec7eg3p_c
GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c
MCCDNS1,3.0 amet_c + atp_c + 3.0 cys_L_c + 7.0 h_c + hxcoa_c + 4.0 malcoa_c + 2.0 nadph_c --> 3.0 ahcys_c + amp_c + 4.0 co2_c + 5.0 coa_c + 7.0 h2o_c + mccdn_c + nadp_c + ppi_c
CMB34OELH,2odhf5a_c + h2o_c --> 3oxoadp_c + h_c
2AGPG141tipp,2agpg141_p --> 2agpg141_c
T3SS_E_RipS4_BioS,442.0 alatrna_c + 242.0 argtrna_c + 61.0 asntrna_c + 153.0 asptrna_c + 8542.68 atp_c + 33.0 cystrna_c + 141.0 glntrna_c + 136.0 glutrna_c + 170.0 glytrna_c + 8542.68 h2o_c + 50.0 histrna_c + 60.0 iletrna_c + 305.0 leutrna_c + 81.0 lystrna_c + 50.0 mettrna_c + 54.0 phetrna_c + 152.0 protrna_c + 129.0 sertrna_c + 109.0 thrtrna_c + 41.0 trptrna_c + 33.0 tyrtrna_c + 128.0 valtrna_c --> RipS4_c + 8542.68 adp_c + 8542.68 h_c + 8542.68 pi_c + 442.0 trnaala_c + 242.0 trnaarg_c + 214.0 trnaasp_c + 33.0 trnacys_c + 141.0 trnagln_c + 136.0 trnaglu_c + 170.0 trnagly_c + 50.0 trnahis_c + 60.0 trnaile_c + 305.0 trnaleu_c + 81.0 trnalys_c + 50.0 trnamet_c + 54.0 trnaphe_c + 152.0 trnapro_c + 129.0 trnaser_c + 109.0 trnathr_c + 41.0 trnatrp_c + 33.0 trnatyr_c + 128.0 trnaval_c
